wkt_geom,Latitude,Longitude,Name,Icon,IconColor,site_name,country,area,location,mpa,protection,programs,ATRC depth,ATRC years,RLS date-d,old_site_c,wave_expos,relief,slope,currents,realm,province,ecoregion,lat_zone,geom,temperature_mean_2020,silicate_mean_2020,salinity_mean,primary_productivity_mean_2020,phosphate_mean_2020,pH_mean_2020,nitrate_mean_2020,agricultural_diffuse_source_runoff,marine_debris,recreational_fishing_vessel,Commercial_fishing_vessel,iron_mean_2020,dissolved_O2_mean_2020,current_velocity_mean_2020,current_direction_mean_2020,mixed_layer_depth_mean_2020,air_temperature_mean_2020,chlorophyll_mean_2020
Point (150.34096999999999866 -16.59710000000000107),-16.5971,150.34097,CS138,165,#E0FFFF,Magdelaine Islet inner reef north,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"04/07/2013-6m, 04/07/2013-4m",,2,3,3,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E610000059DDEA39E9CA62400D71AC8BDB9830C0,26.96916579,1.3607044,35.10739192,1.238662723,0.155979804,8.068966592,0.001078221,0,0.525394857,0,0,0.000373881,205.6062787,0.142440646,248.0156355,30.59884464,26.10526405,0.083826814
Point (150.26845000000000141 -16.53378000000000014),-16.53378,150.26845,CS139,165,#E0FFFF,Magdelaine Cay SW,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"04/07/2013-17m, 04/07/2013-7m, 20/11/2016-7m, 20/11/2016-17m, 12/08/2021-6m, 12/08/2021-17m",,3,3,4,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000008F53742497C8624046425BCEA58830C0,26.99211697,1.361990911,35.10263755,1.235161086,0.156513939,8.068848089,0.001083535,0,0.526656806,0,1.65E-06,0.000363654,205.5563742,0.132410531,241.9138359,30.88680372,26.13444279,0.083470352
Point (149.99411000000000627 -16.93572999999999951),-16.93573,149.99411,CS14,165,#E0FFFF,Chilcott South,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"26/10/2012-6m, 26/10/2012-8m, 08/08/2021-8m, 10/08/2021-6m",,4,3,1,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000000D54C6BFCFBF6240D6E253008CEF30C0,26.91166966,1.372049538,35.12176093,1.293915895,0.148636111,8.069655045,0.001103941,0,0.508902431,0,0,0.000601177,206.2579532,0.092029021,220.721195,34.89398645,26.01577858,0.088349587
Point (150.2697300000000098 -16.53090999999999866),-16.53091,150.26973,CS140,165,#E0FFFF,Magdelaine Cay gulch,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"04/07/2013-6m, 04/07/2013-13m, 20/11/2016-13m, 20/11/2016-6m, 11/08/2021-12m, 11/08/2021-6m",,3,3,4,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000000118CFA0A1C862408F1EBFB7E98730C0,26.99211697,1.361990911,35.10263755,1.235161086,0.156513939,8.068848089,0.001083535,0,0.526656806,0,1.65E-06,0.000363654,205.5563742,0.132410531,241.9138359,30.88680372,26.13444279,0.083470352
Point (150.27711999999999648 -16.52096999999999838),-16.52097,150.27712,CS141,165,#E0FFFF,Magdelaine Reef Cruise Ship,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"04/07/2013-4.3m, 04/07/2013-10m, 19/11/2016-10m, 19/11/2016-4m, 12/08/2021-4m, 12/08/2021-10m",,2,4,2,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000002922C32ADEC862407732384A5E8530C0,26.99211697,1.361990911,35.10263755,1.235161086,0.156513939,8.068848089,0.001083535,0,0.526656806,0,1.65E-06,0.000363654,205.5563742,0.132410531,241.9138359,30.88680372,26.13444279,0.083470352
Point (149.95966000000001372 -16.29777999999999949),-16.29778,149.95966,CS142,165,#E0FFFF,South Willis Islet bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"05/07/2013-12m, 05/07/2013-6m",,3,3,4,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000F168E388B5BE62402367614F3B4C30C0,27.04898619,1.361316561,35.09202161,1.228156498,0.161532595,8.06805379,0.00108371,0,0.515027881,0,1.61E-05,0.000360844,205.0854194,0.119675104,235.6326671,28.21285347,26.22592355,0.083443657
Point (149.96294000000000324 -16.29907000000000039),-16.29907,149.96294,CS143,165,#E0FFFF,South Willis islet south,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"05/05/2013-8m, 05/05/2013-5m, 22/11/2016-8m, 22/11/2016-5m, 13/08/2021-8m, 13/08/2021-6.5m",,3,2,3,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E610000054008C67D0BE6240F836FDD98F4C30C0,27.04898619,1.361316561,35.09202161,1.228156498,0.161532595,8.06805379,0.00108371,0,0.515027881,0,1.61E-05,0.000360844,205.0854194,0.119675104,235.6326671,28.21285347,26.22592355,0.083443657
Point (149.95957999999998833 -16.28601000000000099),-16.28601,149.95958,CS144,165,#E0FFFF,Willis Islet Dark Wall,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"05/07/2013-10.8m, 05/07/2013-5.4m, 21/11/2016-10m, 21/11/2016-5m",,3,2,3,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000AABC1DE1B4BE624037548CF3374930C0,27.04898619,1.361316561,35.09202161,1.228156498,0.161532595,8.06805379,0.00108371,0,0.515027881,0,1.61E-05,0.000360844,205.0854194,0.119675104,235.6326671,28.21285347,26.22592355,0.083443657
Point (149.96137999999999124 -16.29269999999999996),-16.2927,149.96138,CS145,165,#E0FFFF,South Willis islet anchorage bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"05/05/2013-8m, 05/05/2013-10m, 21/11/2016-10m, 21/11/2016-8m, 13/08/2021-6m, 13/08/2021-10m",,3,3,4,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000E960FD9FC3BE6240098A1F63EE4A30C0,27.04898619,1.361316561,35.09202161,1.228156498,0.161532595,8.06805379,0.00108371,0,0.515027881,0,1.61E-05,0.000360844,205.0854194,0.119675104,235.6326671,28.21285347,26.22592355,0.083443657
Point (147.84344999999999004 -16.49973999999999918),-16.49974,147.84345,CS146,165,#E0FFFF,Holmes South Cay Inner Reef,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"06/07/2013-8m, 06/07/2013-6m, 24/11/2016-6m, 24/11/2016-8m, 24/11/2020-6m, 24/11/2020-7m",,2,3,3,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000F5B9DA8AFD7A6240C780ECF5EE7F30C0,26.93694474,1.416238293,35.12748423,1.209417039,0.15764253,8.067915451,0.001202376,0,0.538123071,0,0.000335995,0.0003713,205.1758895,0.125991626,238.9446616,33.21020346,26.29590183,0.082982525
Point (147.84032999999999447 -16.51274000000000086),-16.51274,147.84033,CS147,165,#E0FFFF,Holmes Reef Cay Buoy Wall,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"06/07/2013-10.7m, 06/07/2013-6m, 23/11/2016-6m, 23/11/2016-10m",,3,4,4,4,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000207BBDFBE37A6240DE59BBED428330C0,26.92867608,1.416054819,35.12961683,1.209638133,0.157454078,8.067960064,0.00120649,0,0.542426765,0,5.46E-05,0.000372317,205.1952304,0.123871737,241.2269097,33.36274087,26.28880586,0.082993877
Point (147.84015999999999735 -16.5081300000000013),-16.50813,147.84016,CS148,165,#E0FFFF,Holmes South Cay South Reef,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"07/07/2013-14m, 07/07/2013-8m, 24/11/2016-14m, 24/11/2016-8m, 24/11/2020-14m, 24/11/2020-8m",,3,4,4,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000096D3997E27A6240D11DC4CE148230C0,26.92867608,1.416054819,35.12961683,1.209638133,0.157454078,8.067960064,0.00120649,0,0.542426765,0,5.46E-05,0.000372317,205.1952304,0.123871737,241.2269097,33.36274087,26.28880586,0.082993877
Point (147.84137000000001194 -16.50487000000000037),-16.50487,147.84137,CS149,165,#E0FFFF,Holmes South Cay South Inner Reef,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"07/07/2013-10m, 07/07/2013-6m, 23/11/2016-6m, 23/11/2016-10m, 23/11/2020-6m, 23/11/2020-10m",,2,4,4,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000BC3AC780EC7A624045BB0A293F8130C0,26.92867608,1.416054819,35.12961683,1.209638133,0.157454078,8.067960064,0.00120649,0,0.542426765,0,5.46E-05,0.000372317,205.1952304,0.123871737,241.2269097,33.36274087,26.28880586,0.082993877
Point (150.0064700000000073 -16.92247000000000057),-16.92247,150.00647,CS15,165,#E0FFFF,Chilcott Bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"27/10/2012-15m, 27/10/2012-13m, 19/01/2017-15m, 19/01/2017-13m",,3,4,2,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000F7CC920035C06240878A71FE26EC30C0,26.90887329,1.3714696,35.12228895,1.29540931,0.148259956,8.069704575,0.001105885,0,0.506722331,0,0,0.000609071,206.2855154,0.089378466,220.4464073,34.75027411,26.01430265,0.088523044
Point (147.84932000000000585 -16.49493000000000009),-16.49493,147.84932,CS150,165,#E0FFFF,Holmes Reef South Cay Swim through,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"07/07/2013-5.5m, 07/07/2013-3.6m, 25/11/2016-5m, 25/11/2016-3m, 24/11/2020-5m, 24/11/2020-3m",,2,3,1,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000D7FA22A12D7B62402DCF83BBB37E30C0,26.93694474,1.416238293,35.12748423,1.209417039,0.15764253,8.067915451,0.001202376,0,0.538123071,0,0.000335995,0.0003713,205.1758895,0.125991626,238.9446616,33.21020346,26.29590183,0.082982525
Point (147.86608000000001084 -16.47591999999999857),-16.47592,147.86608,CS151,165,#E0FFFF,Holmes N Cay anchorage,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"09/07/2013-7m, 09/07/2013-8m, 25/11/2016-7m, 25/11/2016-8m",,2,3,3,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000087767EDB67B62402883A3E4D57930C0,26.92753074,1.414581009,35.12967855,1.209421074,0.15771786,8.06790466,0.001192914,0,0.538123071,0,0.000335995,0.000372079,205.1649381,0.120766417,239.7534808,31.71277517,26.28776003,0.082870924
Point (147.86472000000000548 -16.46822999999999837),-16.46823,147.86472,CS152,165,#E0FFFF,Holmes N Cay bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"09/07/2013-6m, 09/07/2013-8m, 26/11/2016-8m, 26/11/2016-6m",,3,4,4,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000004F0647C9AB7B62408E01D9EBDD7730C0,26.92753074,1.414581009,35.12967855,1.209421074,0.15771786,8.06790466,0.001192914,0,0.538123071,0,0.000335995,0.000372079,205.1649381,0.120766417,239.7534808,31.71277517,26.28776003,0.082870924
Point (150.01142999999999006 -16.92250999999999905),-16.92251,150.01143,CS16,165,#E0FFFF,Chilcott NE,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"27/10/2012-6m, 27/10/2012-7m, 18/01/2017-6m, 18/01/2017-7m",,3,3,2,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000308672A25DC06240A33B889D29EC30C0,26.90887329,1.3714696,35.12228895,1.29540931,0.148259956,8.069704575,0.001105885,0,0.506722331,0,0,0.000609071,206.2855154,0.089378466,220.4464073,34.75027411,26.01430265,0.088523044
Point (149.90476000000001022 -16.97162000000000148),-16.97162,149.90476,CS17,165,#E0FFFF,SW South West Islet,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"28/10/2012-7m, 28/10/2012-6m, 20/01/2017-6m, 20/01/2017-7m",,3,3,2,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E610000054573ECBF3BC6240B8239C16BCF830C0,26.89680731,1.372379577,35.12558505,1.295130857,0.148106378,8.069680456,0.001106317,0,0.508902431,0,0,0.000615009,206.2969244,0.08741389,218.460316,34.59911641,25.99805438,0.088506623
Point (152.00030000000000996 -17.11899999999999977),-17.119,152.0003,CS170,165,#E0FFFF,Lihou Turtle Islet SW,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"14/06/2013-5m, 04/02/2018-6.5m, 04/02/2018-8m",,2,3,3,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000000B462575020063405839B4C8761E31C0,26.76347025,1.345057091,35.13918269,1.217626229,0.147219407,8.070762239,0.001013497,0,0.515001714,0,4.46E-05,0.000374885,206.299016,0.16970015,250.4826812,22.11359402,25.89246282,0.081835767
Point (149.90547000000000821 -16.96133999999999986),-16.96134,149.90547,CS18,165,#E0FFFF,South West Islet Bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"28/10/2012-7m, 28/10/2012-13m, 20/01/2017-13m, 20/01/2017-7m",,3,3,3,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000004BB0389CF9BC62402E56D4601AF630C0,26.89680731,1.372379577,35.12558505,1.295130857,0.148106378,8.069680456,0.001106317,0,0.508902431,0,0,0.000615009,206.2969244,0.08741389,218.460316,34.59911641,25.99805438,0.088506623
Point (152.21197000000000799 -19.28441000000000116),-19.28441,152.21197,CS2,165,#E0FFFF,Brodie Cay NW,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"09/09/2012-6m, 09/09/2012-6.1m, 07/06/2016-6.1m, 07/06/2016-6m, 18/03/2017-6.1m, 18/03/2017-6m, 30/01/2018-5.5m, 30/01/2018-5m, 08/05/2019-4m, 08/05/2019-4.1m",,3,2,2,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E610000076374F75C8066340C6A70018CF4833C0,26.32901341,1.326318178,35.23170341,1.238867581,0.123959636,8.073415367,0.002864297,0,0.543219268,0,0,0.000548231,208.5001279,0.06664515,220.4880081,36.40230012,25.15107648,0.100337032
Point (152.35543000000001257 -19.24286999999999992),-19.24287,152.35543,CS219,165,#E0FFFF,Paget Cay Far North,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"08/06/2016-6m, 08/06/2016-4m, 31/01/2018-6m, 31/01/2018-4m, 27/12/2020-6m, 27/12/2020-5m",,,,,,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000008E40BCAE5F0B6340F52D73BA2C3E33C0,26.32869215,1.326935127,35.23264281,1.206028019,0.124408223,8.073269638,0.003355947,0,0.546468616,0,0,0.000457966,208.4599192,0.069537915,239.5193811,31.12192803,25.15867147,0.098498454
Point (152.34508999999999901 -18.98671999999999827),-18.98672,152.34509,CS220,165,#E0FFFF,Marion NE Entrance,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"09/06/2016-7m, 09/06/2016-11m, 28/12/2020-8m, 28/12/2020-12m",,,,,,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000A7052FFA0A0B6340234F92AE99FC32C0,26.34199392,1.327281004,35.22439622,1.205343057,0.124764411,8.073261647,0.002288441,0,0.539292693,0,0,0.000433825,208.3589303,0.118364352,251.1596178,22.54573196,25.24375125,0.0929042
Point (152.34116000000000213 -18.98545000000000016),-18.98545,152.34116,CS221,165,#E0FFFF,Marion Reef NE Bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"09/06/2016-11m, 09/06/2016-9m, 02/02/2018-16m, 02/02/2018-15m, 28/12/2020-9m, 28/12/2020-15m",,3,2,3,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000825660C8EA0A6340DCD7817346FC32C0,26.34199392,1.327281004,35.22439622,1.205343057,0.124764411,8.073261647,0.002288441,0,0.539292693,0,0,0.000433825,208.3589303,0.118364352,251.1596178,22.54573196,25.24375125,0.0929042
Point (149.63460000000000605 -18.08559999999999945),-18.0856,149.6346,CS222,165,#E0FFFF,Abington Reef Anchorage,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"13/11/2016-7m, 13/11/2016-7.2m",,,,,,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E610000055C1A8A44EB46240A089B0E1E91532C0,26.5668651,1.351608126,35.22836188,1.228706167,0.134826153,8.070850349,0.001837808,0,0.515838325,0,0,0.000667219,207.1703466,0.078407849,231.5821523,38.50521002,25.59250103,0.090795919
Point (149.63152999999999793 -18.08593000000000117),-18.08593,149.63153,CS223,165,#E0FFFF,Abington Reef Hole,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"13/11/2016-7m, 13/11/2016-6.5m",,,,,,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000002C0E677E35B46240CABE2B82FF1532C0,26.5668651,1.351608126,35.22836188,1.228706167,0.134826153,8.070850349,0.001837808,0,0.515838325,0,0,0.000667219,207.1703466,0.078407849,231.5821523,38.50521002,25.59250103,0.090795919
Point (150.63979000000000497 -17.78042999999999907),-17.78043,150.63979,CS224,165,#E0FFFF,Tregosse Reef Booby,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"14/11/2016-9m, 14/11/2016-8m",,,,,,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000D9C9E02879D4624039D1AE42CAC731C0,26.55725034,1.342741885,35.22693707,1.318053985,0.135956334,8.070246897,0.001352813,0,0.514005065,0,0,0.000873209,207.0059049,0.068474994,240.151471,25.32453754,25.67215839,0.093636118
Point (150.28188000000000102 -16.52927999999999997),-16.52928,150.28188,CS225,165,#E0FFFF,Magdelaine Vista del Mar,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"19/11/2016-5m, 19/11/2016-4m, 11/08/2021-2m, 11/08/2021-1.5m",,2,4,2,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000B0AC342905C96240486DE2E47E8730C0,26.99211697,1.361990911,35.10263755,1.235161086,0.156513939,8.068848089,0.001083535,0,0.526656806,0,1.65E-06,0.000363654,205.5563742,0.132410531,241.9138359,30.88680372,26.13444279,0.083470352
Point (147.81968000000000529 -16.54891999999999896),-16.54892,147.81968,CS226,165,#E0FFFF,Holmes Reef South,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"12/01/2017-8m, 12/01/2017-6m",,4,3,4,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000EE258DD13A7A6240CE1E6805868C30C0,26.92867608,1.416054819,35.12961683,1.209638133,0.157454078,8.067960064,0.00120649,0,0.542426765,0,5.46E-05,0.000372317,205.1952304,0.123871737,241.2269097,33.36274087,26.28880586,0.082993877
Point (149.21344999999999459 -16.93800999999999846),-16.93801,149.21345,CS227,165,#E0FFFF,NE Herald Cay E,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"15/01/2017-12m, 15/01/2017-11m",,4,3,3,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000992A1895D4A662402B52616C21F030C0,26.89371528,1.375755852,35.13921839,1.225042986,0.152446892,8.069301224,0.001095376,0,0.521793306,0,0,0.00039443,205.8747665,0.093660492,228.3319204,34.84082404,26.03108386,0.082662655
Point (149.99870000000001369 -16.94348000000000098),-16.94348,149.9987,CS228,165,#E0FFFF,Chilcott Islet South,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"16/01/2017-10m, 16/01/2017-6m",,3,3,3,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000007DD0B359F5BF6240196EC0E787F130C0,26.91166966,1.372049538,35.12176093,1.293915895,0.148636111,8.069655045,0.001103941,0,0.508902431,0,0,0.000601177,206.2579532,0.092029021,220.721195,34.89398645,26.01577858,0.088349587
Point (150.00333000000000538 -16.94454999999999956),-16.94455,150.00333,CS229,165,#E0FFFF,Chilcott Islet South Bommies,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"19/01/2017-13m, 19/01/2017-10m",,4,3,3,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000102384471BC06240D26F5F07CEF130C0,26.90887329,1.3714696,35.12228895,1.29540931,0.148259956,8.069704575,0.001105885,0,0.506722331,0,0,0.000609071,206.2855154,0.089378466,220.4464073,34.75027411,26.01430265,0.088523044
Point (152.13080999999999676 -17.13523999999999958),-17.13524,152.13081,CS230,165,#E0FFFF,Jen's Bommies,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"24/03/2017-6.5m, 24/03/2017-7m, 03/02/2018-6.5m, 03/02/2018-7m",,2,3,2,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000ACFF73982F0463406D1CB1169F2231C0,26.76292173,1.343848429,35.13870481,1.214167004,0.146927771,8.070856008,0.000997517,0,0.514396787,0,8.68E-06,0.000354008,206.3176505,0.162583233,240.1645723,22.08276462,25.89049683,0.081538691
Point (152.13507000000001312 -17.13183000000000078),-17.13183,152.13507,CS231,165,#E0FFFF,Cyclone Bommies,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"24/03/2017-5m, 24/03/2017-5.1m, 03/02/2018-5.1m, 03/02/2018-5m",,2,3,1,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E61000007615527E52046340B5A1629CBF2131C0,26.76292173,1.343848429,35.13870481,1.214167004,0.146927771,8.070856008,0.000997517,0,0.514396787,0,8.68E-06,0.000354008,206.3176505,0.162583233,240.1645723,22.08276462,25.89049683,0.081538691
Point (152.34788000000000352 -19.25857999999999848),-19.25858,152.34788,CS232,165,#E0FFFF,Paget Cay seaward lagoon,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"01/02/2018-2m, 01/02/2018-3m, 07/05/2019-2.5m, 07/05/2019-1.5m, 26/12/2020-2m, 26/12/2020-1.5m",,3,3,1,3,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000D7DD3CD5210B63405166834C324233C0,26.31864899,1.326594193,35.23509873,1.224060815,0.124211977,8.073345314,0.003089419,0,0.546468616,0,0,0.000508982,208.4792894,0.06778071,242.5884964,26.99343193,25.15230996,0.099641178
Point (152.26625000000001364 -19.17663999999999902),-19.17664,152.26625,CS233,165,#E0FFFF,Marion Central bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"01/02/2018-6m, 01/02/2018-16m, 29/12/2020-9m, 29/12/2020-15m",,2,3,4,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000EC51B81E850863405A2A6F47382D33C0,26.31398381,1.326525685,35.2333555,1.227423385,0.124146491,8.073356476,0.00287487,0,0.546222329,0,0,0.000513634,208.471711,0.106783952,232.1622832,27.07622527,25.18149884,0.098916888
Point (152.2712099999999964 -19.16622999999999877),-19.16623,152.27121,CS234,165,#E0FFFF,Marion Centre Bommie Nth,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,Restricted take multizoned,RLS,#N/A,#N/A,"01/02/2018-8m, 01/02/2018-10m, 29/12/2020-10m, 29/12/2020-9m",,,,,,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000240B98C0AD086340349D9D0C8E2A33C0,26.31398381,1.326525685,35.2333555,1.227423385,0.124146491,8.073356476,0.00287487,0,0.546222329,0,0,0.000513634,208.471711,0.106783952,232.1622832,27.07622527,25.18149884,0.098916888
Point (151.61277000000001181 -17.46993000000000151),-17.46993,151.61277,CS235,165,#E0FFFF,Lisa's Bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"05/02/2018-10m, 05/02/2018-14m",,2,3,4,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E610000009BFD4CF9BF36240C6681D554D7831C0,26.62641173,1.342200559,35.19152737,1.225937576,0.140888065,8.071285584,0.001042601,0,0.52376765,0,0.000138861,0.000507934,206.8244892,0.14668244,246.3120261,12.32418932,25.75837472,0.083374147
Point (151.54033000000001152 -17.36587000000000103),-17.36587,151.54033,CS236,165,#E0FFFF,Coral Mountain,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,No take multizoned,RLS,#N/A,#N/A,"05/02/2018-6.5m, 05/02/2018-11.5m",,2,3,2,2,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E610000087E123624AF16240689604A8A95D31C0,26.70057094,1.347473389,35.16131494,1.228173934,0.143290377,8.070956334,0.001033289,0,0.522936106,0,3.31E-06,0.000487502,206.6203572,0.123540074,239.3316947,29.48448629,25.81024792,0.08335156
Point (147.84293999999999869 -16.48833000000000126),-16.48833,147.84294,CS240,165,#E0FFFF,Holmes South Bommie,Australia,Queensland,Coral Sea - Central,Coral Sea AMP,,RLS,#N/A,#N/A,"24/11/2020-12m, 24/11/2020-6m",,2,2,4,4,Central Indo-Pacific,Tropical Southwestern Pacific,Coral Sea,Tropical,0101000020E6100000B08F4E5DF97A6240DAA7E331037D30C0,26.93694474,1.416238293,35.12748423,1.209417039,0.15764253,8.067915451,0.001202376,0,0.538123071,0,0.000335995,0.0003713,205.1758895,0.125991626,238.9446616,33.21020346,26.29590183,0.082982525
